Gene_Name	RVIS_ExAC
BRDT	78.02542016
EPHX4	34.78706102
BTBD8	27.31763147
GLMN	77.76037588
RPAP2	30.24516595
RPL5	41.54569002
MTF2	21.99867478
TMED5	46.67791097
DR1	59.67712788
BCAR3	92.26552617
GCLM	35.32919704
ABCA4	99.06632131
ARHGAP29	30.28130835
ABCD3	16.59538582
F3	67.58026625
SLC44A3	88.54285886
ALG14	61.73724474
TMEM56	29.67291127
PTBP2	12.23420276
SNX7	37.08812722
LPPR4	7.951328233
PALMD	53.92446238
AGL	41.0216252
SLC35A3	32.70887296
HIAT1	13.34859346
SASS6	19.64339498
TRMT13	17.45677971
LRRC39	72.75465333
DBT	72.694416
RTCA	60.1289079
CDC14A	30.62466116
VCAM1	30.62466116
EXTL2	62.82151678
SLC30A7	35.66050238
S1PR1	32.35347268
COL11A1	5.090054816
AMY2B	92.16914644
VAV3	31.68483826
SLC25A24	44.19613276
HENMT1	38.43141979
PRPF38B	25.1490874
STXBP3	26.47430878
AKNAD1	96.07854948
GPSM2	51.86434552
CLCC1	54.5388832
KIAA1324	49.89458466
SARS	29.34762966
CELSR2	0.536112282
PSRC1	85.97674839
SORT1	48.32841395
PSMA5	46.31046323
CYB561D1	47.84651527
GPR61	7.758568761
GNAI3	29.45003313
GNAT2	53.91241491
AMPD2	2.560086742
GSTM4	92.53659418
GSTM2	53.77386904
GSTM5	87.62725137
GSTM3	56.59900006
EPS8L3	84.47683874
CSF1	72.94138907
AHCYL1	17.87844106
ALX3	33.87145353
UBL4B	87.66339377
KCNC4	38.97355581
RBM15	3.29498223
SLC16A4	31.77519427
HBXIP	77.60375881
PROK1	64.94187097
KCNA10	88.48262153
KCNA2	13.34859346
KCNA3	21.65532197
CD53	35.2870309
CEPT1	26.61887838
DENND2D	27.68507921
CHIA	95.06656226
C1orf88	69.63435938
OVGP1	88.94644901
WDR77	44.10577676
ATP5F1	28.78139871
C1orf162	75.67616409
ADORA3	70.10421059
RAP1A	41.37702548
FAM212B	55.23763629
DDX20	50.82223962
KCND3	11.29450033
CTTNBP2NL	36.57610987
WNT2B	16.74597916
ST7L	84.62743208
MOV10	7.9633757
RHOC	64.74308777
PPM1J	94.4099753
FAM19A3	78.73019698
SLC16A1	55.74965364
MAGI3	1.264984037
PHTF1	32.48599482
RSBN1	11.01138486
PTPN22	86.45864707
AP4B1	29.01632432
DCLRE1B	28.5284019
HIPK1	2.403469671
OLFML3	30.35359316
SYT6	60.03855189
TRIM33	5.318956689
BCAS2	27.84169628
DENND2C	86.21769773
AMPD1	52.18962713
NRAS	35.91952292
SIKE1	28.2392627
SYCP1	13.13173905
TSHB	60.95415939
TSPAN2	59.56870068
NGF	43.55761701
VANGL1	17.85434612
CASQ2	24.40214445
NHLH2	48.68983796
MAB21L3	70.67044154
ATP1A1	4.776820673
CD58	72.48358533
CD2	39.78675983
PTGFRN	58.26155051
CD101	90.71140293
TTF2	73.74254563
TRIM45	89.65122583
VTCN1	66.22492621
MAN1A2	17.21583037
FAM46C	45.59966267
GDAP2	15.9448226
WDR3	5.349075357
SPAG17	94.55454491
WARS2	65.24908138
HAO2	38.64225047
HSD3B2	51.74989458
HSD3B1	76.65200892
PHGDH	17.77603759
HMGCS2	20.79392808
REG4	81.17583278
ADAM30	8.360942112
NOTCH2	1.867357388
NOTCH2NL	99.33738931
HFE2	33.70881272
TXNIP	25.23341967
POLR3GL	56.01469791
LIX1L	33.99795193
RBM8A	38.22661285
PEX11B	39.02776941
ITGA10	62.82754051
ANKRD35	96.96403831
PIAS3	22.67935667
POLR3C	47.76820673
RNF115	37.4073851
CD160	64.74308777
PDZK1	50.0993916
PRKAB2	68.06818866
FMO5	82.59743389
CHD1L	62.45406903
ACP6	92.24143124
GJA5	14.6497199
FCGR1A	66.38756701
HIST2H2BE	48.01517981
HIST2H2AC	33.0040359
HIST2H2AB	42.37696524
BOLA1	74.77862779
SV2A	4.276850792
SF3B4	28.37178483
MTMR11	21.38425396
VPS45	45.43099813
PLEKHO1	61.78543461
ANP32E	37.69652431
CA14	55.88819951
C1orf54	34.48587434
C1orf51	33.30522258
MRPS21	78.3747967
PRPF3	15.34244925
TARS2	7.270646347
ECM1	66.74899102
ADAMTSL4	97.68688633
MCL1	50.22589001
ENSA	47.8886814
GOLPH3L	76.77850732
HORMAD1	81.27823625
CTSS	33.41967351
CTSK	40.22046865
ARNT	6.638154328
SETDB1	7.752545027
CERS2	14.74609963
ANXA9	95.85567135
FAM63A	72.62815493
PRUNE	61.41798687
BNIPL	87.58508524
C1orf56	46.82850431
CDC42SE1	47.70194567
MLLT11	49.20787904
GABPB2	74.81477019
SEMA6C	65.9177158
TNFAIP8L2	39.06993555
LYSMD1	56.01469791
SCNM1	61.3517258
TMOD4	78.83260045
VPS72	25.03463647
PIP5K1A	32.97391723
PSMD4	16.48093488
ZNF687	20.81199928
PI4KB	4.403349196
RFX5	17.37847118
SELENBP1	67.77904945
PSMB4	22.53478706
POGZ	2.096259261
CGN	99.37353171
TUFT1	76.56165291
SNX27	24.49250045
CELF3	22.23360039
MRPL9	87.75374977
RORC	36.66044214
THEM5	75.41111981
THEM4	58.38804891
S100A10	55.8520571
S100A11	84.46479128
CRNN	54.80392747
LCE5A	85.19366303
CRCT1	62.17095356
LCE3E	77.32064333
LCE3D	91.25956268
LCE3A	59.0506596
LCE2D	71.51978796
LCE2C	48.8585025
LCE2B	59.83374496
LCE2A	71.51978796
LCE4A	89.31992049
LCE1F	83.54918378
LCE1E	90.04276851
LCE1D	87.88627191
LCE1C	49.36449611
LCE1B	63.73110054
LCE1A	80.61562556
SMCP	73.29076562
SPRR4	63.24317812
SPRR1A	52.4366002
SPRR3	69.2608879
SPRR2A	65.50207819
PGLYRP3	82.69983736
S100A9	56.6773086
S100A12	55.53882296
S100A8	48.01517981
S100A7	59.88193482
S100A6	79.30245166
S100A5	64.94187097
S100A4	45.29245226
S100A3	70.4837058
S100A2	53.57508584
S100A16	60.95415939
S100A14	56.6773086
S100A1	54.94849708
CHTOP	52.58116981
SNAPIN	37.69652431
ILF2	21.36618276
NPR1	37.96759231
INTS3	1.795072586
SLC27A3	99.25908078
GATAD2B	16.86043009
SLC39A1	38.81693874
CREB3L4	86.47069454
JTB	55.7797723
RAB13	66.50804168
RPS27	48.29227155
TPM3	26.36588157
C1orf43	29.45003313
UBAP2L	2.843202217
HAX1	55.35811096
AQP10	39.70242756
ATP8B2	12.6197217
IL6R	35.81109572
UBE2Q1	28.61273417
CHRNB2	13.13776279
ADAR	1.722787784
KCNN3	8.40913198
PMVK	76.17613397
PBXIP1	84.22384194
PYGO2	22.65526173
SHC1	21.26980302
CKS1B	50.18372387
FLAD1	34.73887115
LENEP	64.97198964
ZBTB7B	55.10511415
DCST2	95.97614602
DCST1	37.17848322
ADAM15	85.52496838
EFNA4	76.62791398
EFNA3	41.61195109
EFNA1	70.03192579
SLC50A1	46.45503283
DPM3	42.37696524
KRTCAP2	37.69652431
TRIM46	7.041744473
MUC1	60.59875911
THBS3	2.885368351
GBA	31.55833986
FAM189B	73.56183362
SCAMP3	19.31208963
CLK2	27.45617734
HCN3	61.82760075
PKLR	34.96777303
FDPS	28.10071682
RUSC1	12.72814891
ASH1L	0.319257876
MSTO1	84.45876754
YY1AP1	24.55876152
DAP3	40.08192278
GON4L	4.343111861
SYT11	20.95656888
RIT1	30.58249503
RXFP4	73.62207096
ARHGEF2	3.180531293
SSR2	54.07505572
UBQLN4	50.40660201
LAMTOR2	39.80483103
LMNA	11.45714114
SEMA4A	43.61785435
SLC25A44	37.4073851
BGLAP	80.48310343
PAQR6	76.0375881
SMG5	4.728630805
TMEM79	97.47605566
C1orf85	76.39901211
CCT3	25.90807783
C1orf182	70.74272634
C1orf61	45.57556774
MEF2D	14.17384495
IQGAP3	43.78651888
APOA1BP	88.56093006
GPATCH4	78.40491537
HAPLN2	47.84651527
BCAN	15.82434793
NES	73.00162641
CRABP2	36.2929944
ISG20L2	45.05150292
RRNAD1	27.96819469
MRPL24	50.55117162
HDGF	43.88892235
PRCC	67.46581531
SH2D2A	60.74332872
INSRR	21.23968436
NTRK1	68.03807
ARHGEF11	5.343051623
FCRL5	90.72345039
FCRL4	94.25335823
FCRL3	92.48238058
FCRL2	67.27305584
FCRL1	75.21233661
CD5L	42.70224685
KIRREL	17.36039998
CD1D	83.33835311
CD1A	75.47135715
CD1C	32.76911029
CD1B	80.94090717
MNDA	60.03855189
PYHIN1	85.80808385
IFI16	74.07987471
AIM2	38.7747726
CADM3	11.77037528
DARC	32.26311668
FCER1A	55.96048431
OR10J1	89.03680501
APCS	42.57574845
SLAMF8	92.97632673
TAGLN2	58.38804891
IGSF9	10.43913017
SLAMF9	56.50262032
PIGM	16.74597916
KCNJ10	44.66598398
KCNJ9	52.07517619
IGSF8	38.13023312
ATP1A2	2.174567797
ATP1A4	93.08475393
CASQ1	84.55514728
PEA15	51.3041383
DCAF8	33.56424312
PEX19	24.30576471
COPA	10.78248298
NCSTN	6.222516716
NHLH1	65.41172219
SLAMF6	17.0230709
CD84	75.01957713
SLAMF1	41.69628336
CD48	67.51400518
SLAMF7	77.69411481
CD244	58.996446
ITLN1	64.00216854
ITLN2	84.95873743
F11R	29.80543341
USF1	18.39045841
ARHGAP30	73.13414855
PVRL4	51.91253539
PFDN2	58.98439853
NIT1	28.2934763
DEDD	33.63652792
UFC1	53.77386904
PPOX	38.91934221
B4GALT3	26.23938317
ADAMTS4	93.41003554
NDUFS2	42.70224685
FCER1G	62.17095356
APOA2	44.61177038
TOMM40L	26.99234986
NR1I3	71.55593037
MPZ	39.70242756
SDHC	33.0040359
HSPA6	89.44039516
FCGR3A	82.27817601
DUSP12	64.21299922
ATF6	12.58960304
OLFML2B	76.49539184
NOS1AP	32.51008975
C1orf111	77.17607373
UHMK1	17.83627492
UAP1	45.5153304
DDR2	19.57713391
HSD17B7	40.53370279
RGS4	56.01469791
RGS5	70.27287513
NUF2	38.00975845
PBX1	20.72766701
LMX1A	15.86049033
RXRG	8.16818264
MGST3	50.36443588
ALDH9A1	75.95325583
TMCO1	40.01566171
UCK2	42.14203964
POGK	56.65321366
TADA1	38.31094512
ILDR2	49.12354677
MAEL	20.6192398
GPA33	80.59755436
POU2F1	12.10168062
CD247	46.18396482
RCSD1	57.47846515
MPZL1	24.81175833
ADCY10	76.33877477
BRP44	49.47894705
DCAF6	18.98680802
GPR161	8.939220529
TIPRL	32.46792362
SFT2D2	59.88193482
TBX19	36.95560508
XCL2	69.48376604
XCL1	78.91693271
DPT	92.44623818
ATP1B1	47.84651527
NME7	73.10402988
BLZF1	63.76724294
C1orf114	62.36973676
SLC19A2	46.5032227
F5	95.00030119
SELP	92.36190591
SELE	59.68917535
METTL18	64.99608457
C1orf112	10.80657792
SCYL3	51.25594844
KIFAP3	12.39081983
GORAB	31.27522438
PRRX1	27.3597976
FMO3	91.97036323
FMO2	98.35552075
FMO1	77.39895187
FMO4	83.40461418
PRRC2C	3.63833504
MYOC	93.68110355
VAMP4	51.2499247
METTL13	8.258538642
C1orf105	84.66959822
PIGC	40.49153665
SUCO	8.487440516
FASLG	53.93650985
TNFSF18	69.87530872
TNFSF4	46.72610084
PRDX6	46.45503283
SLC9C2	87.14535269
ANKRD45	80.39274742
KLHL20	16.64357569
DARS2	9.896994157
ZBTB37	36.00385519
SERPINC1	49.38859105
RABGAP1L	9.975302693
CACYBP	51.1776399
MRPS14	43.95518342
TNR	44.06963436
ASTN1	8.716342389
FAM5B	57.9904825
RASAL2	5.632190832
TEX35	88.62719113
RALGPS2	19.3964219
ANGPTL1	42.0456599
FAM20B	16.19179567
TOR3A	79.56749593
SOAT1	25.61893862
NPHS2	64.99608457
TDRD5	17.73387145
FAM163A	74.77862779
TOR1AIP2	28.63682911
TOR1AIP1	22.95042467
CEP350	74.00156617
QSOX1	36.03397386
LHX4	38.43141979
ACBD6	28.3296187
XPR1	5.331004156
STX6	55.35811096
MR1	76.97729052
IER5	66.026143
GLUL	13.64978013
RNASEL	60.02048069
RGS16	76.17613397
RGS8	38.89524727
NPL	44.43105837
LAMC1	52.61731221
LAMC2	95.04246732
NMNAT2	14.00518041
SMG7	19.4325643
NCF2	76.79657852
ARPC5	46.05144268
APOBEC4	87.31401723
RGL1	6.620083128
GLT25D2	72.94138907
TSEN15	55.8520571
C1orf21	55.8520571
EDEM3	15.06535751
FAM129A	80.23010662
RNF2	50.61743268
TRMT1L	11.96313475
SWT1	66.9236793
IVNS1ABP	44.56358051
PRG4	93.42810674
PDC	62.09264502
PTGS2	24.64911752
PLA2G4A	51.36437564
FAM5C	13.37871213
RGS18	61.58062767
RGS1	44.2202277
RGS13	57.43027528
RGS2	83.88048913
UCHL5	38.6121318
TROVE2	16.72188422
GLRX2	75.14607554
CDC73	13.00524065
B3GALT2	17.75796639
KCNT2	1.813143787
CFH	39.03379314
CFHR1	92.33781098
CFHR5	90.50057225
F13B	31.20896332
ASPM	71.4896693
CRB1	14.55334016
LHX9	29.55846033
NEK7	29.67291127
ATP6V1G3	70.4837058
PTPRC	8.728389856
NR5A2	11.10776459
ZNF281	16.90861996
CAMSAP2	8.144087706
GPR25	63.36365279
CACNA1S	61.35774953
TMEM9	40.58791639
LAD1	96.7471839
TNNI1	54.36419493
PHLDA3	67.39353051
CSRP1	43.015481
NAV1	1.162580567
IPO9	6.511655924
SHISA4	72.09806638
TIMM17A	55.7797723
RNPEP	49.55123185
ELF3	59.92410096
GPR37L1	19.20366243
ARL8A	34.94970183
PTPN7	65.80326486
LGR6	60.79754232
UBE2T	56.09300645
PPP1R12B	44.02144449
SYT2	15.02319137
RABIF	67.87542919
KLHL12	11.05355099
ADIPOR1	17.64351545
CYB5R1	27.75134028
TMEM183A	44.49129571
MYOG	85.1695681
